Key,japanese
InkRibbondesc,"現在は役に立ちませんが、手動保存が実装されている場合は、進行状況を保存する必要があります。\n\n今のところストレージに保管してください。"
DeathMaskDesc,この仮面専用の扉を開くために使用します。\n\n第二アクションで使用します。
MansionBattery,庭のドアを作動させるために使用します。
GreenHerbDesc,少量の体力回復。\n\n医師レベル0の回復量： 8\n医師レベル1の回復量： 10\n医師レベル2の回復量： 12\n医師レベル3の回復量： 14
RedHerbdesc,グリーンハーブの効果を上げます。\n\nそのままでは使用できません。
GreenHerbCreamDesc,程よい量の体力回復。\n\n医師レベル0の回復量： 20\n医師レベル1の回復量： 25\n医師レベル2の回復量： 30\n医師レベル3の回復量： 35
Green+RedHerbCreamDesc,多めの体力回復。\n\n医師レベル0の回復量： 36\n医師レベル1の回復量： 45\n医師レベル2の回復量： 54\n医師レベル3の回復量： 63
BlueHerbDesc,毒の治療に使用します。
Green+BlueHerbCreamDesc,少量の体力回復と解毒治療。\n\n医師レベル0の回復量： 12\n医師レベル1の回復量：  15\n医師レベル2の回復量：  18\n医師レベル3の回復量：  21
Green2+BlueHerbCreamDesc,程よい量の体力回復と解毒治療。\n\n医師レベル0の回復量： 24\n医師レベル1の回復量： 30\n医師レベル2の回復量： 36\n医師レベル3の回復量： 42
Green+Red+BlueHerbCreamDesc,多めの量の体力回復と解毒治療。\n\n医師レベル0の回復量： 40\n医師レベル1の回復量： 50\n医師レベル2の回復量： 60\n医師レベル3の回復量： 70
FirstAidSprayDesc,完全に体力を回復します。\n\n医師レベル0の回復量：  120\n医師レベル1の回復量： 150\n医師レベル2の回復量： 180\n医師レベル3の回復量： 210
PowerSource,地下の台所近くにあるエレベーターを動かすために使用します。\n\n手に「鍵用アップグレードツール」を持ち、鞄内にスペンサー邸エレベーター用電源が入っている状態で館のエレベータードアを右クリックし、使用可能にします。
WolfBook,狼に関する、青色の本。
WolfMedal,狼のメダル。\n\n第二アクションで使用します。
EagleBook,鷲に関する、赤色の本。
EagleMedal,鷲のメダル。\n\n第二アクションで使用します。
"Book of Curses",呪いの本
BookOfCursesdesc,3階に落ちていた、気持ちの悪い本。\n手に持ち、第一アクション(左クリック)でお読みください。
"Dog Whistle",犬笛
DogWhistledesc,犬を呼ぶために使用する笛。
"Dog Collar",犬の首輪
DogCollardesc,何かに使えるのでしょうか？
Coin,コイン




Coindesc,犬の首輪の中に入っていたコイン。
Lighterdesc,火炎瓶に火を点けるために使用します。
EmptyBottledesc,薬品を混ぜる際に使用します。\n\n第二アクションで汲むことが出来ます。
FilledBottledesc,液体が入っている瓶。
MixingBottledesc,2種類の液体が混ざっています。
VJoltdesc,プラント42を弱らせることが出来る薬品。
Crestdesc,六角形のクレスト。\n\n第二アクションで使用します。
BrokenShotgundesc,修理することが出来ないほど酷く破損しているショットガン。
Herbicidedesc,植物を枯らすために使用する薬品。
MetalObjectdesc,中庭へのドアを開くために使用する、八角形のオブジェ。\n\n第二アクションで使用します。
StoneRingdesc,八角形の石でできたリング。
MetalObject2desc,八角形の鉄のオブジェ。
StoneMetalObjectdesc,メインホールの階段の裏にあるドアを開くために使用します。\n\n第二アクションで使用します。
Cylinderdesc,くぼみにはめ込めば完成しそうだ。
Shaftdesc,リングのようなものが不足しているようです。
CylinderShaftdesc,採掘場の発電機を作動させます。\n\n第二アクションで使用します。
FuelSupplyEmptydesc,電力源の燃料として使用する、空のカプセル。\n\n冷たい何かを中に入れましょう。
FuelSupplydesc,シャッターの燃料を入れるために使用します。
JewelryBoxdesc,"鍵が外れましたので、中を見てみましょう。"
RedGemstonedesc,とても高そうな石です...
LockedBoxdesc,セキュリティロック
PrisonKey,"'MO'と書いてある、フロッピーディスク。\n\n第二アクションで使用します。"
"Spencer Mansion Battery","スペンサー邸バッテリー"
"Key Upgrade Tool","鍵用アップグレードツール"
"Spencer Mansion Elevator Powersource","スペンサー邸エレベーター用電源"
REkeys,インタラクトボタンを長押しし、ラジアルメニューからピッキングのオプションを選び、使用します。
Jill's_LockPick,"ジルのロックピック"
"Sword Key","剣の鍵"
"Armour Key","鎧の鍵"
"Shield Key","盾の鍵"
"Helmet Key","兜の鍵"
"Emblem Key","エンブレムの鍵"
"Wolf Book","狼の本"
Wolf_Medal,狼のメダル
"Eagle Book","鷲の本"
Eagle_Medal,鷲のメダル
"Death Mask Without Eyes","目が封じられた仮面"
"Death Mask Without Mouth","口が封じられた仮面"
"Death Mask Without Nose","鼻が封じられた仮面"
"Death Mask Without All Three","目鼻口が封じられた仮面"
"Laboratory Key","研究所の鍵"
"MO Disc",MOディスク
"Empty_Bottle",空瓶
"Empty Water Bottle",水　(空)
"Empty UMB-No3 Bottle",UMB-No3 (空)
"Empty Yellow-6 Bottle",Yellow-6 (空)
Water_(Filled),水 (満タン)
UMB-No3_(Filled),UMB-No3 (満タン)
Yellow-6_(Filled),Yellow-6 (満タン)
NP-004_(Filled),NP-004 (満タン)
UMB-No7_(Filled),UMB-No7 (満タン)
UMB-No10_(Filled),UMB-No10 (満タン)
VP-017_(Filled),VP-017 (満タン)
NP-004_(Mixed),NP-004 (ミックス)
UMB-No7_(Mixed),UMB-No7 (ミックス)
UMB-No10_(Mixed),UMB-No10 (ミックス)
VP-014_(Mixed),VP-017 (ミックス)
V-Jolt,V-Jolt
"Wind Crest",ウィンドクレスト
"Moon Crest",ムーンクレスト
"Star Crest",スタークレスト
"Sun Crest",サンクレスト
"Broken Shotgun",壊れたショットガン
Herbicide,除草剤
Metal_Object,鉄製のオブジェ
Stone_Ring,石製のリング
Metal_Object2,鉄製のオブジェ
"Stone and Metal Object",鉄と石製のオブジェ
"WD-40 Spray",WD-40スプレー
"Unprinted Book",白紙の本
Battery,電池
Spraydesc,金属に使用する潤滑スプレー。
Cylinder,シリンダー
Shaft,シャフト
"Cylinder Shaft",シリンダーシャフト
"Fuel Supply Capsule (Empty)",燃料供給用カプセル(空)
"Fuel Supply Capsule",燃料供給用カプセル
Green Herb,グリーンハーブ
"Mixed Green Herb",調合したハーブ (緑+緑)
"Mixed 3 Green Herbs",調合したハーブ (緑+緑+緑)
"Mixed Green+Red Herb",調合したハーブ (緑+赤)
"Mixed Green+Blue Herb",調合したハーブ (緑+青)
"Mixed 2 Green+Blue Herb",調合したハーブ (緑+緑+青)
"Mixed Green+Red+Blue Herb",調合したハーブ (緑+赤+青)
Red Herb,レッドハーブ
Blue Herb,ブルーハーブ
FirstAidSpray,救急スプレー
Super Corn Bread,スーパーコーンパン
Super Corn Meal,スーパーコーンミール
Snowberry Juice,スノーベリージュース
foodShamChowder,シャムチャウダー (忍耐)
foodGumboStew,ガンボシチュー (近接攻撃速度)
foodShepardsPie,シェパーズパイ (力)
foodSpaghetti,スパゲティー (素早さ)
foodTunaFishGravyToast,ツナグレイビートースト (リロード速度)
modArmorBandolierDesc,リロード速度が10%速くなります。\n効果はスタックしませんが、チェストアーマー、またはレッグアーマーにセット可能です。
"Athletic Jacket Mod Schematic",設計図「アスリートジャケット改造パーツ」
"High Permormance Running Soles Schematic",設計図「高パフォーマンス靴底」
drinkCanMegaCrushSchematic,メガクラッシュレシピ
Military-Grade Duct Tape,軍仕様ダクトテープ
"Jewelry Box",宝石箱
"Key to Room 001",001号室の鍵
"Key to Room 003",003号室の鍵
"Gallery Key",絵画室の鍵
"Control Room Key",コントロール室の鍵
"Red Gemstone",赤い宝石
"Locked Jewelry Box",鍵のかかった宝石箱
"Master Key",マスターキー
"Sword Door",剣の扉
"Sword Iron Door",剣の金属扉
"Armour Door",鎧の扉
"Armour Iron Door",鎧の金属扉
"Shield Door",盾の扉
"Helmet Door",兜の扉
"Helmet Iron Door",兜の金属扉
"Emblem Door",エンブレムの扉
"Wolf and Eagle Door",狼と鷲の扉
"Laboratory Door",研究所の扉
"Laboratory Iron Door",研究所の金属扉
"Door That Sees No Evil",見ざるの扉
"Door That Speaks No Evil",言わずの扉
"Door That Smells No Evil",嗅がずの扉
"Door That Sees Speaks Smells No Evil",見ざる言わず嗅がずの扉
"Door Of No Evil",見ざる言わず嗅がずの扉
"Door with an old lock",古びた鍵付きのドア
"Plant Room Door (Insert Herbicide)",温室のドア (除草剤を入れる)
"Insert Wind Crest",ウィンドクレストを入れる
"Insert Moon Crest",ムーンクレストを入れる
"Insert Star Crest",スタークレストを入れる
"Insert Sun Crest",サンクレストを入れる
"Insert Broken Shotgun",壊れたショットガンを入れる
"Room 001",001号室
"Room 003",003号室
Gallery,絵画室
"Control Room",コントロール室
"Door (Insert Unprinted Book)",ドア (白紙の本を入れる)
"Power Area Door",動力エリアのドア
"Sturdy Door (Insert Metal Object)",頑丈なドア (鉄製のオブジェを入れる)
"Unpowered Door",無動力なドア
"Sturdy Door (Insert Stone and Metal Object)",頑丈なドア (鉄と石製のオブジェを入れる)
"Master Door",マスタードア
"Sturdy Door",頑丈なドア
"Rusted Sturdy Door",錆び付いた頑丈なドア
"Plant 42's Roots",プラント42の根
"Plant 42's Poisoned Roots",毒を受けたプラント42の根(叩いて破壊)
"Mineshaft Hatch Control (Insert Cylinder Shaft)",マインシャフトハッチコントロール (シリンダーシャフトを入れる)
"Mineshaft Hatch Control",マインシャフトハッチコントロール
"Laboratory Computer",研究所のコンピューター
"Unpowered Roller Shutter (Needs refueling)",燃料切れの自動シャッター (燃料が必要です)
"Powered Roller Shutter",自動シャッター
"Box of Sewing Kits (Hit to Pickup)",縫合キット入りの箱 (叩いて回収)
"Jill's Lunch and Lockpick (Hit to Pickup)",ジルのランチとロックピック (叩いて回収)
"AK-47 (Hit to Pickup)",AK-47 (叩いて回収)
"Anti-Tyrant Rocket Launcher (Hit to Pickup)","対タイラント用ロケットランチャー(叩いて回収)"
"Anti-Tyrant Rocket (Hit to Pickup)","対タイラント用ロケット(叩いて回収)"
Laboratory Prison Door (Requires 3 MO Discs),研究所の鉄格子 (MOディスク3枚必要)
Laboratory Prison Door (Requires 2 MO Discs),研究所の鉄格子 (MOディスク2枚必要)
Laboratory Prison Door (Requires 1 MO Disc),研究所の鉄格子 (MOディスク1枚必要)
"Mansion Wood Door","館の木製ドア"
"Mansion Iron Door","館の鉄のドア"
"HiPower Leather Trunk",ハイパワーレザートランク
"Special Clothing Leather Trunk",特殊な衣服入りのレザートランク
"Pump Shotgun (Hit to Pickup)",ポンプショットガン(叩いて回収)
"Magnum Revolver (Hit to Pickup)",マグナムリボルバー(叩いて回収)
"Rocket Launcher (Hit to Pickup)",ロケットランチャー(叩いて回収)
"Handgun Ammo (Hit to Pickup)",ハンドガンの弾
"Shotgun Ammo (Hit to Pickup)",ショットガンの弾
"Magnum Ammo (Hit to Pickup)",マグナムの弾
"Rocket Ammo (Hit to Pickup)",ロケット弾(叩いて回収)
"Assault Rifle Ammo (Hit to Pickup)",アサルトライフル弾(叩いて回収)
"Hand Grenade (Hit to Pickup)",グレネード(叩いて回収)
"9mm Bullet",9×19mmパラベラム弾
"Dismantle 9mm Ammo",解体： 9×19mmパラベラム弾
"9mm HP Bullet",ハイパワー9×19mmパラベラム弾
"44Magnum Bullet",.357マグナム弾
"Dismantle .44 Ammo",解体： .357マグナム弾
"44Magnum HP Bullet",ハイパワー.357マグナム弾
"762 Bullet",7.62ライフル弾
"Dismantle 7.62 Ammo",解体： 7.62ライフル弾
"762 HP Bullet",ハイパワー7.62ライフル弾
"Shotgun Shell",12ゲージショットガンシェル
"Dismantle Shotgun Shells",解体： 12ゲージショットガンシェル
"Shotgun Slug",ショットガンスラッグ弾
"Workbench Repair Kit",作業台修理キット
Lighter,ライター



Survival_Knife,サバイバルナイフ
Knifedesc,"ジルのナイフ。\n狭い場所での戦闘や、動物の解体に使用します。"
S.T.A.R.S_Handgun,S.T.A.R.S ハンドガン
Handgundesc,"S.T.A.R.S の標準装備、　9x19mmパラベラム弾を使用するハンドガン。"
"Magnum Revolver",マグナムリボルバー
Magnumdesc,"非常に強力なハンドガン。\n.357マグナム弾を使用します。"
"Pump Shotgun",ポンプショットガン
Shotgundesc,広範囲攻撃が可能な武器。\n12ゲージショットガンシェルを使用します。
AK-47,AK-47アサルトライフル
Rifledesc,ピンチの時に役に立つアサルトライフル。
"Rocket Launcher",ロケットランチャー
Launcherdesc,"破壊力のある武器。\n爆風に巻き込まれないように注意してください。"
Anti-Tyrant Rocket Launcher,対タイラント用ロケットランチャー
apparelToughGuySunglasses,ウェスカーのサングラス
ammo9mmBulletBallRE,9x19mmパラベラム弾
ammo9mmBulletHPRE,ハイパワー9x19mmパラベラム弾
ammo44MagnumBulletBallRE,.357マグナム弾
ammo44MagnumBulletHPRE,ハイパワー.357マグナム弾
ammo762mmBulletBallRE,7.62ライフル弾
ammo762mmBulletHPRE,ハイパワー7.62ライフル弾
ammoShotgunShellRE,12ゲージショットガンシェル
ammoShotgunSlugRE,ショットガンスラッグ弾
ammoRocketHERE,対タイラントロケットフラグ弾
ammoRocketFragRE,ロケットフラグ弾
thrownGrenadeRE,手榴弾
thrownAmmoMolotovCocktailRE,火炎瓶
mineCandyTinRE,手作り地雷
perkEnforcerDamageDesc,マグナム使用時のダメージ量が10%上昇します。
perkEnforcerDamageLongDesc,ダメージ: マグナムは、最も強力なハンドガンです。\nマグナム使用時のダメージ量が10%上昇します。
perkEnforcerHPAmmoDesc,ハイパワー.357マグナム弾がクラフト可能になります。
perkEnforcerHPAmmoLongDesc,最も強力なハンドガンの威力がさらに上がります。\nハイパワー.357マグナム弾がクラフト可能になります。
perkEnforcerCriminalPursuitDesc,マグナム装備中の走行中のスタミナ消費量20%軽減。
perkEnforcerCriminalPursuitLongDesc,犯罪者の追跡: 激しい戦闘のさなか、極悪人追跡で放出されるアドレナリンがスタミナをブーストします。\nマグナム装備中の走行中のスタミナ消費量20%軽減。

plantedRedHerb1,レッドハーブ (種)
plantedBlueHerb1,ブルーハーブ (種)
plantedRedHerb2,レッドハーブ (成長中)
plantedBlueHerb2,ブルーハーブ (成長中)
plantedRedHerb3Harvest,レッドハーブ
plantedBlueHerb3Harvest,ブルーハーブ
plantedRedHerb3HarvestPlayer,レッドハーブ
plantedBlueHerb3HarvestPlayer,ブルーハーブ
buffPoisonedName,毒にかかった！
buffPoisonedDesc,毒にかかってしまったため、ゆっくりと体力が失われています。\n\nブルーハーブクリームを使って解毒しましょう。
buffPoisonedTooltip,毒にかかってしまいました！
questStartup_offer,"バイオハザードへようこそ\n\nあなたはこれからスペンサー邸での出来事を一人称視点で体験する事になります。\n\n一部のゲーム機能が変更、または削除されています。\n1) スキルツリーは、戦闘とサバイバルに特化しており、 特殊技能習得の条件から、特性レベルを取り除きました。\n2) ジャンプする事は出来ません、 ジャンプ用のボタンは、はしご使用時にしか使用しません。\n3) クラフトレシピは、ハイパワー弾以外、全て解除されているため、 材料が集まれば、アーマーや回復アイテムや弾薬がクラフト出来ます。\n4) 弾薬や回復アイテムは限られているので、注意して使用しましょう！ ナイフをしっかりと活用してください。\n\nこれは、パーマデスチャレンジですので、お気を付けください。\n\nバイオハザードのような体験をしていただくために、 あなたの所持品スペースは12スロットのみとなっています。 館内にあるアイテムボックス(The Vault)を活用してください。\nThe Vaultは館内の何カ所かに設置してありますが、中身は、館内のどこからアクセスしても同じ内容になります。"
questStartup_desc,"1998年7月、あなたはジル・バレンタイン、特殊作戦部隊S.T.A.R.S.の一員です。同部隊のブラヴォーチームが行方不明となったため、現場に訪れました。\n\nアークレイ山地の森の中で墜落したヘリを発見しました。\n墜落したヘリはブラヴォーチームの物で、乗員は全員死んでおり、あなたのチームは野犬に追われてしまいました。\n野犬の群れから逃げていると、遠くに館が見えたため、そこに避難する事にしました。\n\n外は大変危険なため、あなたはここから出る事が出来なくなりました！"
BookOfCurses_offer,四つの仮面、すなわち、\n口無き仮面...\n鼻無き仮面...\n目無き仮面...\n三つ全て無き仮面...\n\n全ての仮面が揃う時、災いは再び蘇る。\n\n\n本の裏側にカギがはまっている。　取りますか？
DogWhistle_offer,今日、スペンサー卿に呼ばれて、「あるもの」を誰にもわからない所に隠せといわれた。\n\n色々考えた結果、僕はあるアイデアを思いついた。　それは、あの狂暴な飼い犬に守らせればどうだろうか？ということだ。\n\nあの犬はいつもお気に入りの大食堂２階の西テラスにいるし、あそこで君の持つ犬笛を使えば、いつでも呼出せるじゃないか。\n\nそこで君にお願いがある。　あの犬は君にだけはなついている。　どうか君の手であの犬に、この首輪をつけてはもらえないだろうか？\n\nこの首輪には、スペンサー卿から渡された「あるもの」が隠してある。\n\n君は信用できる奴だから、君に頼みたい。 このお礼は必ずさせてもらう。　君が前に欲しがっていた例のものが、ツテで手に入りそうなんだ。\n\nそれでどうだろうか？　すまないが、よろしく頼む。\n\nジョン・トールマン
JillLockpick,ピッキングに関しては、ジルの右に出る者はいません。
FilesDesc,このメモの内容はジャーナルに追加されます。
modMeleeWeightedHeadDesc,ナイフようの改造パーツ。\n15%の確率で敵に鈍足効果とスタン効果を与えます。
"Samurai Edge Parts",サムライエッジパーツ
SamuraiEdgeDesc,射撃レートが上がり、3点バーストが可能になります。\n\nハンドガンのハンドリングを上げます。
"Assault Shotgun Parts",アサルトショットガンパーツ
AssaultShotgunDesc,リチャードのお気に入りである、S.T.A.R.S.専用武器。\n\n装弾数は10弾です。\nスプレッドが狭く、射撃レートが速く、射程が長くなっていますが、リロード速度は遅くなります。
"Magnum Speedloader",マグナム・スピードローダー
MagnumSpeedloaderDesc,リボルバーのリロード速度が25%上がり、ハンドリングが上がります。
"AK-47 Muzzle Brake",AK-47マズルブレーキ
MuzzleBreakDesc,アサルトライフルの命中精度とハンドリングを上げます。
"Athletic Jacket Mod",アスリートジャケット改造パーツ
"High Permormance Running Soles",高パフォーマンス靴底
modGunMeleeBlessedMetalDesc,タイラントに与えるダメージ量が大幅に上がります。\n\nナイフにセット可能。
drugBoulderBusters,"クリス・レッドフィールドは彼のプロテインシェイクで密かにこれらを持っています.\n\nナックルのダメージが400％増加します.\nスカルクラッシャーとビールで使用できます!"
drugBoulderBustersDesc,"ナックルのダメージが400％増加します.\nスカルクラッシャーとビールで使用できます!"
drugRockBusters,ボルダーバスター!
SuperGogglesDesc,これをかけるとジル・サンドイッチにならずに済みます。\n\n\n忍耐 +2\n素早さ +2.\nクラフト時間 -40%
Note from Barry,バリーからのメモ
BarryNote,"ジル、 物資をいくつか置いておく。\n\nバリー"
"Jill Sandwich",ジル・サンドイッチ
JillSandwichDesc,ジル・サンドイッチになるところだったぜ。
"Watch your step",足元注意
PuzzleDesc,南を向いた状態。\n\n横から横は安全。\n\n上下は危険。
"Researcher's Will",ある研究員の遺書
ResearcherWillTip_title,ある研究員の遺書
ResearcherWillTip,"1998年6月3日\n僕の愛しいアルマへ、\nこの手紙が届いたという事は、僕にとって喜ばしい事であり、そして悲しむべき事でもある。\nあのサングラス野朗のせいで、君に電話する事すら出来なかったんだ。\nアルマ、どうか落ち着いて、この手紙を読んでほしい。\n僕がある製薬会社の研究所に移った事は前に話したと思う。\n実は先月、その研究所で事故が起って、研究中のウィルスが漏れ出してしまったんだ。\nウィルスに感染した僕の同僚は、みんな死んでしまった。\n・・・いや正確には死んでいないかもしれない。\n何故なら彼らは、今も歩き回る事が出来るし、現に何人かが今、僕の部屋のドアを叩いている。\nでも、彼らの瞳に、もはや知性の光はない。\nあの呪われたウィルスは、人間の脳から人間らしさの全て、愛も喜びも恐れも永久に消し去ってしまうんだ。\nそしてアルマ、君と過ごした日々さえ。\nそうなんだ。\n僕は感染している。\nあらゆる手を尽くしてみたが、症状の進行を数日遅らせるのがやっとだった。\n君が僕の中で日に日に失われていくのが、僕には何より耐えられない。\nだから、僕は、このまま生ける屍になるよりも安らかな死を選んだ。\n一時間後には、僕は二度と覚める事のない眠りについているだろう。\n君がこの僕の決断を解ってくれることを切に願う・・・。\nさようなら\nマーチン·クラックホーン"
"Trevor's Diary",トレヴァーの手記
TrevorDiaryTip_title,トレヴァーの手記
TrevorDiaryTip,"1967年11月24日、白衣の男が食事を運んで来て、私に言った。\n「気の毒だが、機密事項のためだ。」\nこの洋館の秘密を知っているのは、スペンサー卿と私だけで、私が死ねば秘密は彼一人の物になる。\nこのままでは、危険だし、家族の無事も気になるので、私は脱出を試みる事にした。\n1967年11月26日、この暗闇でライターを無くしたのは痛かった。\n妻が誕生日に贈ってくれたもので、大切に使っていたのに。\n運命の日となった11月13日、その三日前に、急病で倒れた叔母の見舞いに出かけたという妻ジェシカと娘リサの姿がふと頭に浮かぶ。\nこの瞬間、私の中で記憶が鮮明に蘇る。\n「君の家族も今ごろは・・・」、気を失う直前、白衣の男が、確かに言っていた。\n・・・益々不安をかき立てられた。\n1967年11月27日、なんとか私は、あの部屋から出ることに成功した。\nだが、この洋館の外へ出るのは、容易ではない。\n全てのカラクリを解かなければ。"
"Trevor's Diary2",トレヴァーの手記
TrevorDiaryTip2_title,トレヴァーの手記
TrevorDiaryTip2,"手書きで何かが書いてありますが、日付はありません。\n\nあれから何も変化はない。\n私が遊びで作った部屋が、こんな形で役に立つとは。\nここなら少しの間、奴らの目を盗んで隠れる事が出来る。\n何しろこの絵の秘密は、卿にも伝えていないのだから。\n絵の中の洋館、美術室の奥。"
"Trevor's Diary3",トレヴァーの手記
TrevorDiaryTip3_title,トレヴァーの手記
TrevorDiaryTip3,"1967年11月29日、どうしても館から出る事ができない。\n見覚えのあるハイヒールが片方だけ廊下に転がっているのを発見してしまった。\n妻も娘も私とおなじ運命を辿ったのか！？\n1967年11月30日、のどが渇いた。\nもう何日も食事をしていない。\n気が狂いそうだ。\nこの館の異常な設計に、心を奪われた私が悪かったのだろうか・・・\n1967年11月31日、暗く、じめじめした地下道だ。\nここも行き止まりか。\nいや、何かある。\n私は震える指で最後のマッチをこすった。\n墓だ！ そこに刻まれた名前は・・・「ジョージ・トレヴァー！！」\n奴は最初から、私がここで息をひき取るのを計算し、墓を用意していたのだ。\nもう駄目だ・・・、意識が遠のいて行く・・・。\nジェシカ、リサ・・・、私を許してくれ。\nジョージ・トレヴァー"
"Botany Book",植物学の本
BotanyBookTip_title,植物学の本
BotanyBookTip,"薬草の使用方法\n\n人類は太古から様々な植物を用い、傷や病を癒してきた。\n\n本書ではこの薬効を持つ植物の例としてアークレイ山地周辺に自生する三つのハーブを取り上げ、その概要を述べたいと思う。\nアークレイ山地周辺に自生するハーブには、緑色、青色、そして赤色のものと、三つの種類が存在し、それぞれに異なる薬草としての効用がある。\n\n緑色のものは、人の体力を回復させ、青色のものは、動物等から受けた毒を消す事ができるといった具合だ。\n但し、例外的に、赤色のものは、単独で用いても何ら効果を生み出さない。\n薬草は古くから調合する事で、様々な効果を発揮してきた。\n例えば、緑のもの同士の調合はわずかだが、回復の効果が上がる事が確認されている。\n\nもしかしたら赤色のハーブも調合で何らかの効能が表れるかも知れない・・・。"
"Keeper's Diary",飼育係の日記
KeeperDiaryTip_title,飼育係の日記
